SONG,ARTIST,MF CODE,TRACK
Slow Burn,T G Sheppard,SC8434,12
Slow Dance (Hey Mr Dj),R Kelly,PS1253,12
Slow Dance (Hey Mr Dj),R Kelly (Vocal),PS1253,5
Slow Dance More,Kenny Rogers,SC8566,9
Slow Dancing With The Moon,Dolly Parton,SC8317,9
Slow Down,Chris Ledoux,SC8173,11
Slow Down,Mark Nesler,SC3104,5
Slow Hand,Conway Twitty,SC8262,11
Slow Hand,Pointer Sisters,SC8600,11
Slow Jams,Quincy Jones Babyface Tamia,SC8277,11
Slow Jamz,Twista,EZH034,9
Slow Poke,Hawkshaw Hawkins,CBE09-01,11
Slow Ride,Foghat,SC8210,4
Slow Way Home,Leslie Satcher,SC8759,2
Slowburn,Revelation Theory,THMR0603,15
Slowburn,Revelation Theory (Vocal),THMR0603,6
Slowly,Boyz Ii Men,PHMU1202,8
Slowly,Boyz Ii Men (Vocal),PHMU1202,17
Sly,Cat Empire,SFKK03,14
Smackwater Jack,Carole King,PI049,15
Small People,Ziggy Marley,SC8500,13
Small Stuff,Alabama,SC8570,11
Small Town,John Anderson,SC8409,4
Small Town,John Cougar Mellencamp,SFWS041,8
Small Town Boy,Bronski Beat,SFMW829,5
Small Town Girl,Steve Wariner,SC8483,6
Small Town Saturday Night,Hal Ketchum,SC8265,1
Small Town Southern Man,Alan Jackson,SC9011,15
Small Town Usa,Justin Moore,CBE10-08,13
Small Wonders,Dog's Eye View,SC8337,7
Small World,Huey Lewis And The News,CBE10-18,10
Small World,Johnny Mathis,PS1236,15
Small World,Johnny Mathis (Vocal),PS1236,5
Small World,Standard,TT036,19
Smalltown Boy,Bronski Beat,SC8678,2
Smells Like Nirvana,Weird Al Yankovic,SGB0023,12
Smells Like Teen Spirit,Nirvana,SFMW858,2
Smile,Avril Lavigne,PHM1108,1
Smile,Avril Lavigne (Vocal),PHM1108,10
Smile,Jimmy Durante,LEG109,10
Smile,Lily Allen,SFKK12,17
Smile,Lily Allen (Vocal),PHM0707,17
Smile,Lonestar,TT045,9
Smile,Nat King Cole,LEG020,2
Smile,Nat 'king' Cole,ZPA112,6
Smile,Pearl Jam,HD006A,13
Smile,Uncle Cracker,SFKK47,1
Smile,Uncle Kracker,SFHH05-8,4
Smile,Vitamin C,SC3150,4
Smile (Clean),Avril Lavigne,SFKK58,1
Smile A Little Smile For Me,Flying Machine,SC8364,8
Smile Like You Mean It,Killers,SFPL012,12
Smile To Shine,Baz,SF191,11
Smiley Faces,Gnarls Barclay,SF245,8
Smiley Faces,Gnarls Barkley,THM2006,--
Smiling Faces Sometimes,Undisputed Truth,SC8323,9
Smoke,Natalie Imbruglia,SC8501,11
Smoke And Ashes,Tracy Chapman,SC8343,9
Smoke From A Distant Fire,Sanford Townsend Band,SC8668,1
Smoke Gets In Your Eyes,Platters,SPC035,19
Smoke In Her Eyes,Ty England,SC8211,5
Smoke On The Water,Deep Purple,US04,4
Smoke Rings In The Dark,Gary Allan,SC8560,14
Smoke Smoke Smoke That Cigarette,Tex Williams,SC7567,15
Smoke Two Joints,Toyes,SC8894,9
Smokey Joe's Cafe,Robin S,MM6074,1
Smokin',Boston,SC8586,4
Smokin' Gun,Robert Cray,SC8327,4
Smoking Gun,Robert Cray,SGB0027,13
Smoking In The Boys Room,Brownsville Station,SGB0064,15
Smoking In The Boys Room,Motley Crue,SC8151,7
Smoking In The Boy's Room,M-tley Cr+e,SFHH05-8,5
Smoky Mountain Rain,Ronnie Milsap,TT045,10
Smoky The Bar,Hank Thompson,SC8579,14
Smooth,Santana And Rob Thomas,SPC026,10
Smooth,Santana Featuring Rob Thomas,ZLP09,6
Smooth Criminal,Alien Ant Farm,TT075,15
Smooth Criminal,Alien Ant Farm (Vocal),PHM0110,15
Smooth Criminal,Michael Jackson,JV0017,9
Smooth Operator,Sade,SC7511-V2,14
Smooth Operator,Sade (Vocal),PS1361,6
Smooth Up In Ya,Bulletboys,SC8756,11
Smuggler's Blues,Glenn Frey,LEG125,17
Snake,R Kelly,EZH026,7
Snake Song,Billy Gilman,SC8711,13
Snakes On A Plane,Cobra Starship And Gym Class,PHM0611,18
Snapshot,Sylvia,SC8567,11
Sneakin' Sally Through The Alley,Robert Palmer,SC8603,15
Snooker Loopy,Chas And Dave,SFMW833,13
Snoopy Vs The Red,Baron Hotshots,SF095,4
Snoopy Vs The Red Baron,Royal Guardsmen,TT066,18
Snoopy's Christmas,Royal Guardsmen,TT066,19
Snow (Hey Ho),Red Hot Chili Peppers,SF250,7
Snow (Hey Oh),Red Hot Chili Peppers,SFKK14,5
Snow Bird,Anne Murray,DKK053,16
Snow On The Sahara,Anggun,SC8481,9
Snowbird,Anne Murray,SFWS042,3
Snowblind,Styx,SC8725,10
Snowfall On The Sahara,Natalie Cole,SC3155,8
So Alive,Love And Rockets,SC8696,12
So Amazing,Luther Vandross,SFWS019,3
So Anxious,Ginuwine,SC3153,5
So Beautiful,Darren Hayes,SFKK07,12
So Beautiful,Simply Red,SFMW871,10
So Big,Iyaz,SF296,7
So Close,Dina Carroll,SFMW868,5
So Cruel,U2,SFWS021,8
So Doggone Lonesome,Johnny Cash,SC8538,2
So Emotional,Christina Aguilera,SC8657,13
So Emotional,Whitney Houston,SFMW880,15
So Far Away,Carole King,SC8391,3
So Far Away,Carole King (Vocal),PS1274,4
So Far Away,Dire Straits,ZPA082,3
So Far Away,Rod Stewart,SC8263,10
So Fresh So Clean,Outkast,SC8688,8
So Glad You're Mine,Elvis Presley,MM6090,13
So Good,B O B,SFKK68,5
So Good,Destiny's Child,SGB0045,2
So Good,Rachel Stevens,SF233,12
So Help Me Girl,Gary Barlow,SC8422,5
So Help Me Girl,Joe Diffie,SC8230,9
So In Love,Jill Scott Feat Anthony Hamil,PHMU1107,17
So In Love With 2,Mikaila,SC8654,15
So In Love With Two,Mikaila,PHM0012B,3
So In Love With Two,Mikaila (Vocal),PHM0012B,12
So Into You,Atlanta Rhythm Section,SC8449,5
So Lonely,Police,ZPA095,8
So Lonely,Twista Mariah Carey,THM2006,--
So Lonely,Twista Mariah Carey (Vocal),PHM0604,16
So Long,Abba,SFWS028,5
So Long Self,Mercy Me,THM2006,--
So Macho,Sinitta,SF106,12
So Many Ways,Braxtons,SC8316,13
So Much For Pretending,Bryan White,SC8303,15
So Much Like My Dad,George Strait,SC8703,10
So Much To Say,Dave Matthews Band,SC8308,2
So Pure,Alanis Morissette,SGB0030,14
So Rare,Frank Sinatra,PS1394,16
So Rare,Frank Sinatra (Vocal),PS1394,2
So Sad To Say,Mighty Mighty Bosstones,SC8618,10
So Sick,Ne Yo,SFKK10,2
So Small,Carrie Underwood,SC9017,10
So Strong,Labi Siffre,SF113,4
So What,Field Mob Ciara,THM2006,--
So What,Pink,SFKK28,6
So What,Tammy Cochran,SC8652,4
So What If I,Damage,SF181,15
So Wrong,Patsy Cline,SC7539,4
So Yesterday,Hillary Duff,PHM0311,7
So Yesterday,Hillary Duff (Vocal),PHM0311,16
So You Want To Be A Rock 'n' Roll S,Byrds,SC7560,1
So You Win Again,Hot Chocolate,ZGY77,15
So Young,Corrs,SC8534,6
Soak Up The Sun,Sheryl Crow,SPC017,1
Sober,Jennifer Paige,SC8508,12
Sober,Kelly Clarkson,PHM0709,5
Sober,Kelly Clarkson (Vocal),PHM0709,14
Sober,Pink,SFKK29,15
Society's Child (Baby I've Been Thi,Janis Ian,SC8750,15
Soda Pop,Britney Spears,LEG117,2
Sodomy,Hair,SC8663,15
Soft Place To Fall,Allison Moorer,SC8528,11
Softly As I Leave You,Matt Monro,ZPA104,10
Sold (The Grundy County Auction Inc,John Michael Montgomery,SGB0036,7
Soldier,Destinys Child,SFKK01,3
Soldier,Destiny's Child,PHM0501,1
Soldier,Destiny's Child (Vocal),PHM0501,10
Soldier Boy,Shirelles,LEG106,6
Soldier Of Love,Donny Osmond,SFMW893,11
Soldier Of Love,Sade,SF290,15
Soldier's Last Letter,Ernest Tubb,SC7558,10
Soldier's Last Letter,Merle Haggard,CBE10-02,5
Solid,Ashford And Simpson,SF011,7
Solid Ground,John Anderson,SC8243,12
Solid Ground,Ricky Skaggs,SC8224,13
Solitaire,Andy Williams,SF101,10
Solitaire,Clay Aiken,PHM0407,2
Solitaire,Clay Aiken (Vocal),PHM0407,11
Solitaire,Laura Branigan,SC8210,11
Solitary Man,Chris Isaak,SC8302,11
Solitary Man,Neil Diamond,TT068,12
Solitary Thinkin',Lee Ann Womack,CBE10-09,5
Solitude,Edwin Mccain And Darius Rucke,SC8203,13
Solo,Iyaz,SF292,8
Solsbury Hill,Peter Gabriel,SFMW909,6
Some Beach,Blake Shelton,SPC038,7
Some Broken Hearts Never Mend,Don Williams,SC8421,8
Some Change,Boz Scaggs,SC8302,12
Some Day Soon,Judy Collins,DKG035,17
Some Day We'll Be Together,Supremes,DKK068,10
Some Days Are Diamonds,John Denver,SFWS016,13
Some Days You Gotta Dance,Dixie Chicks,TT071,13
Some Enchanted Evening,Bing Crosby,SAVP006,3
Some Enchanted Evening,Show Tune,SC8127,9
Some Enchanted Evening,South Pacific,SFGD046,9
Some Folks,Alice Cooper,SGB0009,10
Some Fools Never Learn,Steve Wariner,SC8385,14
Some Fun Now,Little Shop Of Horrors,SFGD033,3
Some Gave All,Billy Ray Cyrus,SC8215,13
Some Girls,Racey,SF098,14
Some Girls,Rachel Stevens,SFMW857,7
Some Girls,Rolling Stones,SC8670,13
Some Girls (Dance With Women),J C Chasez,PHM0403,5
Some Girls (Dance With Women),J C Chasez (Vocal),PHM0403,14
Some Girls Do,Sawyer Brown,SC8101,10
Some Guys Have All The Love,Little Texas,PI213,6
Some Guys Have All The Luck,Rod Stewart,SFMW852,4
Some Hearts,Carrie Underwood,PHM0601,3
Some Hearts,Carrie Underwood (Vocal),PHM0601,12
Some Kind Of A Summer,David Cassidy,ZPA084,9
Some Kind Of Friend,Barry Manilow,SAVP032,12
Some Kind Of Lover,Jody Watley,DKK027,2
Some Kind Of Miracle,Girls Aloud,SFPL001,14
Some Kind Of Miracle,Kelly Clarkson,LEG196,6
Some Kind Of Trouble,Tanya Tucker,SC8101,2
Some Kind Of Trouble,Tanya Tucker (Vocal),PS0135,7
Some Kind Of Wonderful,Drifters,SFGD040,5
Some Kind Of Wonderful,Grand Funk Railroad,SPC027,7
Some Kind Of Wonderful,Huey Lewis And The News,SC8310,8
Some Kind Of Wonderful,Joss Stone,ZPA062,6
Some Kinda Rush,Booty Luv,SF263,5
Some Like It Hot,Power Station,SFMW916,15
Some Memories Just Won't Die,Marty Robbins,SC8576,15
Some Might Say,Oasis,SFGD017,9
Some Mother's Son,Carolyn Dawn Johnson,SC8759,15
Some People,Leann Rimes,THM2006,--
Some People Change,Montgomery Gentry,THM2006,--
Some Say,Sum 41,THMR0601,18
Some Say,Sum 41 (Vocal),THMR0601,9
Some Things Are Meant To Be,Linda Davis,SC8216,15
Some Things Never Change,Tim Mcgraw,SC8614,10
Somebody,Depeche Mode,SFPL004,15
Somebody,Reba Mcentire,BH0302,12
Somebody Bigger Than You And I,Elvis Presley,MM6081,12
Somebody Else's Moon,Collin Raye,SC8291,10
Somebody Lied,Ricky Van Shelton,SC8380,12
Somebody Like You,Keith Urban,SC8774,12
Somebody Loves You,Crystal Gayle,SC8401,6
Somebody New,Billy Ray Cyrus,SC8175,11
Somebody Paints The Wall,Tracy Lawrence,SC8177,9
Somebody Save Me,Cinderella,SC7565,14
Somebody Should Leave,Reba Mcentire,SC8183,9
Somebody Slap Me,John Anderson,SC8388,14
Somebody Someone,Korn,SC8629,11
Somebody Somewhere Don't Know What,Loretta Lynn,SC8367,8
Somebody Special,Donna Fargo,SC8411,5
Somebody Stand By Me,Fleetwood Mac,PS1379,17
Somebody Stand By Me,Fleetwood Mac (Vocal),PS1379,7
Somebody That I Used To Know,Gotye Ft Kimbra,SF312,4
Somebody That I Used To Know,Kimbra Gotye,SFKK63,1
Somebody To Love,Boogie Pimps,EZH031,5
Somebody To Love,George Michael And Queen,SC8270,9
Somebody To Love,Jefferson Airplane,SC8353,13
Somebody To Love,Justin Beiber,SF292,12
Somebody To Love,Justin Bieber,SFKK46,2
Somebody To Love,Leighton Meester And Robin,PHM1001,17
Somebody To Love,Queen,ZPA043,7
Somebody To Love,Suzy Bogguss,SC8451,14
Somebody To Love You,Wynonna Judd,SC8351,7
Somebody Told Me,Killers,SFPL012,13
Somebody Wake Me Up,Joe Mcelderry,SF299,8
Somebody Will,Mcbride And The Ride,SC8296,10
Somebody Will,River Road,SC8432,13
Somebody's Always Saying Goodbye,Anne Murray,SC8642,1
Somebody's Baby,Jackson Browne,SC8467,6
Somebody's Crying,Chris Isaak,SFID006,8
Somebody's Crying,Isaak Chris,SC8195,7
Somebody's Doin' Me Right,Keith Whitley,SC8359,1
Somebody's Gonna Love You,Lee Greenwood,SC8269,15
Somebody's Knockin',Terri Gibbs,SC7544,14
Somebody's Needin' Somebody,Conway Twitty,SC8326,14
Somebody's Out There Watching,Touched By An Angel,SC8512,8
Somebody's Out There Watching Touc,Kinleys,SC3121,1
Somebody's Somebody,Prince,SC8476,2
Somebody's Watching Me,Rockwell,DKK083,17
Someday,Alan Jackson,SC8219,5
Someday,Alan Jackson (Vocal),PS1221,4
Someday,Glass Tiger,SC8314,5
Someday,Mariah Carey,SFMW829,9
Someday,Monte Warden,SC3123,4
Someday,Nickelback,SC9007,14
Someday,Rob Thomas,SFKK38,7
Someday,Rob Thomas (Vocal),PHM0911,15
Someday,Steve Azar,SC8267,4
Someday,Sugar Ray,SC8640,3
Someday (I Will Understand),Britney Spears,SF234,5
Someday (You Want Me To Want You),Patsy Cline,MM6084,2
Someday I'll Be Saturday Night,Bon Jovi,SFGD056,13
Someday Never Comes,Creedence Clearwater Revival,SFWS023,9
Someday Out Of The Blue,Elton John,SC8666,7
Someday Someway,Marshall Crenshaw,SC8178,14
Someday Soon,Natalie Bassingthwaite,SFKK31,12
Someday Soon,Suzy Bogguss,SC8265,11
Someday We'll Know,New Radicals,SC8545,2
Someday We're Gonna Love Again,Searchers,ZPA012,7
Someday You'll Want Me To Want You,Gene Autry,CBE10-01,2
Somehow Somewhere Someway,Kenny Wayne Shepherd Band,SC8473,8
Someone,Johnny Mathis,LEG020,11
Someone Could Lose A Heart Tonight,Eddie Rabbitt,SAVA007,10
Someone Else Not Me,Duran Duran,SC8622,7
Someone Else's Dream,Faith Hill,SC8253,3
Someone Else's Dreams,Faith Hill,SC2040,1
Someone Else's Star,Bryan White,SC8173,14
Someone Else's Story,Chess,LEGBR07,3
Someone Else's Turn To Cry,Chalee Tennison,SC8533,15
Someone Like You,Adele,SFKK59,9
Someone Like You,Adele (Vocal),PHM1105,11
Someone Like You,James Ingram,SC8270,7
Someone Loves You Honey,Charlie Pride,SC8541,9
Someone Must Feel Like A Fool Tonig,Kenny Rogers,SC8301,15
Someone Saved My Life Tonight,Elton John,SC8666,8
Someone Should Tell You,Lemar,SF249,15
Someone To Call My Lover,Janet Jackson,TT061,13
Someone To Call My Lover,Janet Jackson (Vocal),PHM0109,11
Someone To Give My Love To,Johnny Paycheck,SC8426,15
Someone To Lay Down Beside Me,Linda Ronstadt,SC7562,15
Someone To Love,Jon B And Babyface,SC8187,10
Someone To Love You,Ruff Endz,SC8773,15
Someone To Watch Over Me,Crazy For You,LEGBR06,9
Someone To Watch Over Me,Frank Sinatra,SGB0061,14
Someone Watching Over You,Yolanda Adams,THM2006,--
Someone You Used To Know,Collin Raye,SC8485,2
Someone's Watching Over Me,Hilary Duff,SFID002,4
Someplace Far Away,Hal Ketchum,SC8324,9
Somethin' 'bout A Sunday,Michael Peterson,SC8528,9
Somethin' In The Water,Jeffrey Steele,SC8723,13
Somethin' Stupid,Nancy Sinatra And Frank Sinat,ZLP06,4
Something,Beatles,TT052,14
Something,Elvis Presley,MM6070,7
Something,Lasgo,SFMW839,6
Something,Lasgo (Vocal),PHM0302,17
Something About A Woman,Jake Owen,SC9018,14
Something About The Way You Look,Elton John,LEGBL032,11
Something About The Way You Look To,Elton John,ZPA106,10
Something About You,Jamelia,SFKK15,14
Something About You,Jamiela,THM2006,--
Something About You,Level 42,SC8456,2
Something About You Baby I Like,Glen Campbell And R Coolidge,SAVP040,16
Something About You Baby I Like,Tom Jones,FIK013,6
Something About You I Love,Johnny Paycheck,SC8576,9
Something Already Gone,Carlene Carter,SC8123,2
Something Beautiful,Robbie Williams,ZLP10,3
Something Beautiful Remains,Tina Turner,SC8320,1
Something 'bout Love,David Archuleta,PHM1011,8
Something 'bout Love,David Archuleta (Vocal),PHM1011,17
Something Deep Inside,Billie Piper,SFTP02,2
Something For The Pain,Bon Jovi,SC8209,8
Something For The Weekend,Divine Comedy,SFMW892,6
Something Got Me Started,Simply Red,LGK006,3
Something Happened On The Way To He,Phil Collins,SC8611,8
Something In My Heart,Ricky Skaggs,SC8697,14
Something In Red,Lorrie Morgan,SC8103,13
Something In The Water,Brooke Fraser,SFKK50,2
Something In The Way She Moves,James Taylor,RC6901,15
Something In Your Eyes,Bell Biv Devoe,SC8374,11
Something In Your Mouth,Nickelback,SFKK30,4
Something Inside So Strong,Labi Siffre,SFMW817,1
Something Kinda Funny,Spice Girls,LEG012,5
Something Kinda Ooh,Girls Aloud,SF248,8
Something Kinda Oooh,Girls Aloud,ZPA126,11
Something Kinda Ooooh,Girls Aloud,EZH060,15
Something Like That,Tim Mcgraw,SC3154,2
Something More,Sugarland,BH0309,8
Something More,Train,SC8730,9
Something More,Train (Vocal),PHM0110,18
Something Old Something New,Fantastiks,SFMW819,14
Something Real,Shana Petrone,SC8570,7
Something So Strong,Crowded House,SC8456,6
Something Stupid,Frank And Nancy Sinatra,SGB0033,17
Something Stupid,Robbie Williams And Nicole Ki,SFGD015,2
Something Tells Me,Cilla Black,ZKH04,6
Something To Believe In,Poison,SGB0014,16
Something To Sing About,Sarah Michelle Gellar And Jam,SFPL021,5
Something To Talk About,Bonnie Raitt,SPC028,11
Something To Talk About,Bonny Raitt,SC2014,1
Something To Think About,David Kersh,SC8488,15
Something To Write Home About,Craig Morgan,SC8602,15
Something Within Me,Take 6,PI027,5
Something Wonderful,King And I,PS1178,22
Something Wonderful,King And I (Vocal),PS1178,10
Something Worth Leaving Behind,Lee Ann Womack,SC8769,1
Something's Been Making Me Blue,Smokie,ZPA009,8
Somethings Burning,Kenny Rogers,SAVP029,18
Something's Going On,U N V,PI022,2
Something's Gonna Change Her Mind,Mark Collie,SC8359,8
Something's Gotta Give,Leann Rimes,THM2006,--
Something's Gotten Hold Of My Heart,Gene Pitney,ZPA004,7
Something's Happening,Herman's Hermits,ZPA034,6
Sometimes,Ash,SF182,7
Sometimes,Brand New Heavies,SFMW891,6
Sometimes,Britney Spears,SGB0011,1
Sometimes,Clay Davidson,TT056-V2,14
Sometimes,Danni Leigh,SC8748,13
Sometimes,Erasure,ZPA101,3
Sometimes,Eurasure,SFMW809,3
Sometimes A Fantasy,Billy Joel,LEG143,6
Sometimes I Forget,Doug Stone,SC8198,6
Sometimes It's Only Love,Luther Vandross,SC8318,9
Sometimes Love Just Ain't Enough,Patty Smyth,SC8107,9
Sometimes Love Just Ain't Enough,Patty Smyth And Don Henley,SF004,13
Sometimes She Cries,Warrant,SC8373,15
Sometimes She Forgets,Travis Tritt,SC8194,7
Sometimes When We Touch,Dan Hill,SC8518,9
Sometimes When We Touch,Dottie West,SC7537,9
Sometimes You Can't Make It On Your,U2,SFWS022,9
Somewhere,Barbra Streisand,PS1002,13
Somewhere,Barbra Streisand (Vocal),PS1002,3
Somewhere,Matt Monro,ZPA104,11
Somewhere,Pj Proby,BRTSPK001,7
Somewhere,West Side Story,LEGBR06,3
Somewhere Between,Suzy Bogguss,CBE10-05,1
Somewhere Between Right And Wrong,Earl Thomas Conley,SC8610,1
Somewhere Down The Crazy River,Robbie Robertson,SFMW888,15
Somewhere Else,Razorlight,ZPA076,7
Somewhere I Belong,Linkin Park,SPC020,6
Somewhere In My Broken Heart,Billy Dean,SC8105,9
Somewhere In My Heart,Aztec Camera,EK039,16
Somewhere In The Night,Barry Manilow,SFMW836,1
Somewhere In The Vicinity Of The He,Shenandoah And Alison Krauss,SC8179,1
Somewhere In The World,Altiyan Childs,SFKK53,15
Somewhere My Love,Andy Williams,DKK025,9
Somewhere My Love,Doctor Zhivago,LEG169,2
Somewhere My Love,Jack Jones,SGB0059,10
Somewhere Only We Know,Keane,ZPA068,7
Somewhere Other Than The Night,Garth Brooks,TT049,12
Somewhere Out There,James Ingram And Linda Ronsta,LEG228,9
Somewhere Out There,Linda Ronstadt And James Ingr,SPC028,14
Somewhere Out There,Our Lady Peace,SC8799,9
Somewhere Over The Rainbow,Katharine Mcphee,THM2006,--
Somewhere Someday,N Sync,SC8581,11
Somewhere Tonight,Highway 101,SC8424,6
Son Of A Gun,Janet Jackson,SF187,2
Son Of A Gun (Remix),Janet Jackson,PHM0202,5
Son Of A Gun (Remix),Janet Jackson (Vocal),PHM0202,14
Son Of A Preacher Man,Dusty Springfield,SGB0032,11
Son Of A Preacher Man,Dustyspringfield,SFWS026,6
Son Of A Sailor,Jimmy Buffett,SC8147,9
Son Of A Son Of A Sailor,Jimmy Buffett,SC8147-V2,9
Son Of My Father,Chicory Tip,SF096,3
Song 2,Blur,SC8530,3
Song 4 Lovers,Liberty X,SF236,14
Song And Dance Man,Johnny Paycheck,SC8541,10
Song Bird,Eva Cassidy,SFMW811,14
Song For Ireland,De Danann With Mary Black,ZKH11,11
Song For Mama,Boyz 2 Men,SC8440,2
Song For Mutya,Groove Armada,SFKK19,4
Song For The Life,Alan Jackson,SC8159,12
Song For The Lonely,Cher,SFGD053,14
Song For Whoever,Beautiful South,SFGD013,9
Song For You,Michael Buble,ZPA124,11
Song For You,Ray Charles,LEG209,16
Song Of The South,Alabama,TT045,11
Song Remembers When,Trisha Yearwood,SC8131,8
Song Sung Blue,Neil Diamond,TT068,13
Song Title,Song Made Popular By (Vocal),PHMU1109,10
Songbird,Barbra Streisand,MM6052,13
Songbird,Eva Cassidy,ZPA003,2
Songbird,Fleetwood Mac,ZPA005,11
Songbird,Oasis,EZH021,4
Songs For Sale,David Nail Feat Lee Ann Womac,PHMC1202,16
Songs Like This,Carrie Underwood,QH327,6
Sonnet,Verve,SFMW809,10
Soolaimon,Neil Diamond,TT068,14
Soon,Leann Rimes,TT071,14
Soon,Tanya Tucker,SC8102,5
Soon And Very Soon,Andre Crouch,PI025,10
Soon As I Get Home,Faith Evans,SC8233,9
Sooner Or Later,Duncan James,SF244,15
Sooner Or Later,Grass Roots,SGB0051,4
Sooner Or Later,Larry Graham,SFMW899,10
Soothe Me,Sam & Dave,LGK008,1
Sorcerer,Stevie Nicks,TT074,13
Sorrow,David Bowie,SF024,5
Sorry,Ben Adams,SF232,14
Sorry,Buckcherry,PHM0802,7
Sorry,Buckcherry (Vocal),PHM0802,16
Sorry,Madonna,THM2006,--
Sorry 2004,Ruben Studdard,PHM0403,7
Sorry 2004,Ruben Studdard (Vocal),PHM0403,16
Sorry Blame It On Me,Akon,SFKK20,13
Sorry I Ran All The Way Home,Impalas,MM6074,8
Sorry Seems To Be The Hardest Word,Blue And Elton John,SFGD038,8
Sorry Seems To Be The Hardest Word,Elton John,ZPA106,8
Sorry Seems To Be The Hardest Words,Ray Charles And Elton John,LEG209,10
Sorry Suzanne,Hollies,ZPA007,2
Sorry To A Friend,Edwin Mccain,SC8277,9
Sorry You Asked,Dwight Yoakam,SC8271,14
Sorry's Not Good Enough,Mcfly,EZH061,8
Sorta Fairytale,Tori Amos,PHM0302,4
Sorta Fairytale,Tori Amos (Vocal),PHM0302,13
Sorted For E's And Wizz,Pulp,SFGD032,11
Sos,Jonas Brothers,EKI24,9
Sos,Rihanna,SFWS045,3
Soul And Inspiration,Antia Baker,LEG144,8
Soul And Inspiration,Righteous Brothers,SAVP028,4
Soul Drifter,Lindsey Buckingham,SC8318,3
Soul Inspiration,Anita Baker,SC8363,4
Soul Man,Blues Brothers,ZPA029,3
Soul Man,Sam And Dave,SPC030,19
Soul Mate,Natasha Bedingfdield,PHM0810,7
Soul Meets Body,Death Cab For Cutie,PHM0601,6
Soul Meets Body,Death Cab For Cutie (Vocal),PHM0601,15
Soul Singing,Black Crowes,TT075,16
Soul Song,Joe Stampley,SC8529,12
Soul Sound,Sugababes,SFWS004,9
Soul Survivor,Young Jeezy Feat Akon,THM2006,--
Soul To Squeeze,Red Hot Chili Peppers,SC8122,9
Sould Provider,Michael Bolton,SFMW826,15
Soulmate,Natasha Bedingfield,EZH065,5
Souls,Rick Springfield,ZPA110,8
Sound,James,SFMW887,7
Sound Of Music,Sound Of Music,SFGD046,16
Sound Of Silence,Simon And Garfunkel,SFID009,13
Sound Of Sunshine,Michael Franti And Spearhead,PHM1010,13
Sound Of The Crowd,Human League,SFMW869,7
Sound Of The Suberbs,Members,SF109,1
Sound Of The Underground,Girls Aloud,ZPA126,13
Sound Of White,Missy Higgins,SFKK05,7
Sounds Like Life To Me,Darryl Worley,CBE10-10,4
Sounds Like Love,Johnny Lee,SC8582,6
Sounds Of Silence,Simon And Garfunkel,SC8100,7
Sounds So Good,Ashton Shepherd,CBE10-08,7
South Of Santa Fe,Brooks And Dunn,SC8543,14
South Of The Border,Frank Sinatra,DKK025,2
South Of The Border,Robbie Williams,SFWS002,11
South Side,Moby,SGB0053,9
South Side,Moby And Gwen Stefani,TT033,11
Southbound,Sammy Kershaw,SC8149,3
Southern Fried,Bill Anderson,SC8400,10
Southern Grace,Little Texas,SC8173,6
Southern Hospitality,Ludacris And Pharrell,SC8688,7
Southern Man,Neil Young,DG006,13
Southern Nights,Glen Campbell,SC8421,6
Southern Rains,Mel Tillis,SC8461,5
Southern Star,Alabama,TT045,12
Southern Voice,Tim Mcgraw,SF289,6
South's Gonna Do It Again,Charle Daniels Band,SC8104,2
South's Gonna Do It Again,Charlie Daniels,LEG213,3
South's Gonna Do It Again,Charlie Daniels Band,SC8449,14
Souvenirs,Suzy Bogguss,SC8137,11
Sowin' Love,Paul Overstreet,SC8517,12
Sowing The Seeds Of Love,Tears For Fears,SFMW811,5
Soy Un Truhan Soy Un Senor,Julio Iglesias,PS1423,12
Soy Un Truhan Soy Un Senor,Julio Iglesias (Vocal),PS1423,2
Space,M I A,PHM1010,9
Space,M I A (Vocal),PHM1010,18
Space Between,Dave Matthews Band,SF185,10
Space Bound (Clean),Eminem,SFKK58,7
Space Cowboy,Steve Miller,HD007A,3
Space Cowboy,Steve Miller Band,SGB0026,1
Space In Between,Dave Mathews Band,SGB0065,14
Space Oddity,David Bowie,SGB0054,8
Space Truckin',Deep Purple,SC9002,3
Spaceman,Killers,SFKK32,12
Spaceman,Killers (Vocal),PHM0904,16
Spaceman Came Travelling,Chris De Burgh,PX001,7
Spaceship,Tinchy Stryder And Dappy,SF304,13
Spacetruckin',Deep Purple,SGB0014,14
Spacetruckin',Steve Miller,AH8003,12
Spam,Weird Al Yankovic,SC2220,5
Spanish Eyes,Al Martino,SGB0059,11
Spanish Eyes,Engelbert Humperdinck,SFWS035,11
Spanish Eyes,Ricky Martin,SGB0013,12
Spanish Fireball,Ray Stevens,MM6094,1
Spanish Guitar,Toni Braxton,SC8673,13
Spanish Harlem,Aretha Franklin,MM6067,11
Spanish Harlem,Ben E King,SC8191,6
Spanish Harlem,Drifters,EK030,3
Sparks,Cover Drive,SF315,10
Sparks Fly,Taylor Swift,SFKK52,14
Speak Like A Child,Style Council,ZPA115,4
Speak Now,Taylor Swift,SFMW930,15
Speak Softly Love,Andy Williams,JV0030,9
Speak Softly Love,Italian,PS1099,23
Speak Softly Love,Italian (Vocal),PS1099,8
Speak To Me Pretty,Brenda Lee,ZPA054,6
Speakin' Of The Devil,Jan Beard,SC8324,10
Special,Garbage,SGB0018,12
