ARTIST,SONG,MF CODE,TRACK
Elton John,Border Song,SC8666,04
Elton John,Burn Down The Mission,SC8939,02
Elton John,Can You Feel The Love Tonight,SF162,06
Elton John,Candle In The Wind,ZPA105,06
Elton John,Candle In The Wind (70's Version),RC6901,02
Elton John,Can't Help Falling In Love,IMPK05,07
Elton John,Captain Fantastic And The Brown Dir,SFMW907,04
Elton John,Circle Of Life,SFMW806,07
Elton John,Club At The End Of The Street,SC8134,02
Elton John,Crocodile Rock,ZPA105,03
Elton John,Daniel,ZPA105,05
Elton John,Don't Go Breaking My Heart,PS1188,10
Elton John,Don't Let The Sun Go Down On Me,SPC028,10
Elton John,Electricity,MRH021,09
Elton John,Empty Garden,SC8687,01
Elton John,Friends,SC8134,11
Elton John,Funeral For A Friend Love Lies Blee,AH8017,11
Elton John,Goodbye Yellow Brick Road,ZPA105,08
Elton John,Harmony,SGB0022,08
Elton John,Healing Hands,SC8134,10
Elton John,Heart Of Every Girl,MRH007,11
Elton John,Home Again,SF333,18
Elton John,Honky Cat,SC7548,12
Elton John,House,PS1188,13
Elton John,I Don't Wanna Go On With You Like,SC8134,01
Elton John,I Guess That's Why They Call It The,ZPA106,09
Elton John,I Want Love,TT073,11
Elton John,I'm Still Standing,ZPA105,11
Elton John,Island Girl,SC8666,12
Elton John,Kiss The Bride,ZPA106,07
Elton John,Levon,SC8134,04
Elton John,Little Jeannie,SC8134,13
Elton John,Love Lies Bleeding,SGB0005,14
Elton John,Lucy In The Sky With Diamonds,SFMW827,15
Elton John,Made In England,ZPA106,12
Elton John,Mama Can't Buy You Love,SAVP037,13
Elton John,Man,PS1258,16
Elton John,Mona Lisas And Mad Hatters,SC8763,01
Elton John,Nikita,ZPA106,05
Elton John,One,SC8235,04
Elton John,Original Sin,SF191,13
Elton John,Part Time Love,SFMW831,12
Elton John,Philadelphia Freedom,ZPA106,11
Elton John,Pinball Wizard,ZPA106,01
Elton John,Please,ZKH12,06
Elton John,Recover Your Soul,SF118,13
Elton John,Rocket Man,ZPA105,02
Elton John,Sacrifice,ZPA106,04
Elton John,Sad Songs,SC8134,14
Elton John,Sad Songs (Say So Much),ZPA105,12
Elton John,Sad Songs Say So Much,PI040,05
Elton John,Saturday Night's All Right For Figh,PI028,10
Elton John,Saturday Nights Alright,EK002,12
Elton John,Saturday Night's Alright,JV0065,05
Elton John,Saturday Night's Alright For Fighti,ZPA106,03
Elton John,Simple Life,SF168,04
Elton John,Someday Out Of The Blue,SC8666,07
Elton John,Someone Saved My Life Tonight,SC8666,08
Elton John,Something About The Way You Look,LEGBL032,11
Elton John,Something About The Way You Look To,ZPA106,10
Elton John,Sorry Seems To Be The Hardest Word,ZPA106,08
Elton John,Step Into Christmas,SC8184,09
Elton John,Sturday's Alright For Fighting,KH001,17
Elton John,Take Me To The Pilot,SC8666,13
Elton John,This Train Don't Stop Here,SF188,06
Elton John,This Train Don't Stop There Anymore,SC8747,08
Elton John,Tiny Dancer,ZPA105,04
Elton John,Too Young,ZKH12,05
Elton John,Wake Up Wendy,SGB0012,05
Elton John,Where Is The Love,KK022,02
Elton John,You Can Make History (Young Again),SC8325,08
Elton John,Your Song,ZPA105,01
Elton John And Backstreet Boy,Friends Never Say Goodbye,SC8645,08
Elton John And Kiki Dee,Don't Go Breaking My Heart,ZPBX2-2,09
Elton John And Kiki Dee,True Love,SF005,14
Elton John And Leann Rimes,Written In The Stars,SGB0011,13
Elton John And Rupaul,Don't Go Breaking My Heart,SC8270,08
Elvin Bishop,Fooled Around And Fell In Love,SFMW898,07
Elvis Costello,Accidents Will Happen,SC8522,07
Elvis Costello,Alison,ZPA092,05
Elvis Costello,Alison My Aim Is True,SGB0026,04
Elvis Costello,Everyday I Write The Book,STTW3037,12
Elvis Costello,Good Year For The Roses,SF105,10
Elvis Costello,Green Shirt,STTW3041,13
Elvis Costello,I Can't Stand Up (For Falling Down),SFMW904,06
Elvis Costello,I Don't Want To Go To Chelsea,LGK008,02
Elvis Costello,Olivers Army,EK039,03
Elvis Costello,Oliver's Army,SC8939,05
Elvis Costello,Pump It Up,STTW3036,14
Elvis Costello,Radio Radio,SC8671,03
Elvis Costello,She,HSW206,08
Elvis Costello,Veronica,SC8413,07
Elvis Costello,Watching The Detectives,ZPA092,04
Elvis Costello,What's So Funny 'bout Peace Love,SC2332,08
Elvis Costello,What's So Funny 'bout Peace Love An,SC8687,08
Elvis Costello And Burt Bacha,She,SGB0018,10
Elvis Costello And Burt Bacha,Toledo,SC8531,11
Elvis Costello And The Attrac,Good Year For The Roses,ZPA092,06
Elvis Costello And The Attrac,I Can't Stand Up For Falling Down,ZPA092,03
Elvis Costello And The Attrac,I Don't Want To Go To Chelsea,ZPA092,02
Elvis Costello And The Attrac,Oliver's Army,ZPA092,01
Elvis Crespo,Pintame,SC2203,05
Elvis Crespo,Por El Caminito,SC2226,02
Elvis Crespo And Gizelle D'co,Come Baby Come,SC2250,04
Elvis Presley,Ain't That Lovin' You Baby,CB90093,03
Elvis Presley,All Shook Up,ZPA001,01
Elvis Presley,Always On My Mind,ZPA014,11
Elvis Presley,Amazing Grace,SC8536,05
Elvis Presley,American Trilogy,TT028,03
Elvis Presley,And I Love You So,CB90061,03
Elvis Presley,Any Way You Want Me,CB90060,03
Elvis Presley,Anyplace Is Paradise,MM6090,11
Elvis Presley,Are You Lonesome To Night?,CBSE1,--
Elvis Presley,Are You Lonesome Tonight,ZPA001,08
Elvis Presley,Are You Sincere,CB90094,10
Elvis Presley,Ask Me,CB90094,05
Elvis Presley,Baby I Don't Care,SFGD052,14
Elvis Presley,Baby Let's Play House,MM6090,03
Elvis Presley,Big Boss Man,CB90093,05
Elvis Presley,Big Hunk O' Love,SFMW803,03
Elvis Presley,Blue Christmas,TT066,02
Elvis Presley,Blue Hawaii,SGB0040,11
Elvis Presley,Blue Moon Of Kentucky,KH021,14
Elvis Presley,Blue Suede Shoes,TT028,06
Elvis Presley,Blue Velvet,IMPK04,05
Elvis Presley,Blueberry Hill,CB90093,13
Elvis Presley,Bossa Nova Baby,SGB0040,02
Elvis Presley,Bridge Over Troubled Water,SF149,01
Elvis Presley,Burning Love,ZPA014,09
Elvis Presley,Candy Man,IMPK05,09
Elvis Presley,Can't Help Falling In Love,ZPA002,03
Elvis Presley,Cc Rider,MM6070,04
Elvis Presley,Clean Up Your Own Back Yard,CB90063,14
Elvis Presley,C'mon Everybody,CB90094,09
Elvis Presley,Crying In The Chapel,ZPA002,08
Elvis Presley,Danny Boy,CB90094,14
Elvis Presley,Devil In Disguise,ZPA002,07
Elvis Presley,Did You Ever Have One Of Those Days,SF153,09
Elvis Presley,Do Be Cruel,SFGD051,06
Elvis Presley,Don't,ZPA014,05
Elvis Presley,Don't Ask Me Why,CB90063,02
Elvis Presley,Don't Be Cruel,ZPA014,02
Elvis Presley,Don't Cry Daddy,SFGD052,11
Elvis Presley,Don't Leave Me Now,SFMW803,01
Elvis Presley,D'ya Ever Get One Of Them Days Boy,EK051,14
Elvis Presley,Early Morning Rain,CB90062,05
Elvis Presley,Elvis End Theme,CB90062,16
Elvis Presley,Elvis Intro ' Cc Rider (Live),EK051,01
Elvis Presley,Fame And Fortune,CB90060,11
Elvis Presley,Fever,CB90094,13
Elvis Presley,Finders Keepers Losers Weepers,SFID003,06
Elvis Presley,Flaming Star,CB90063,03
Elvis Presley,Follow That Dream,CB90063,04
Elvis Presley,Fool Such As I,ZPA001,05
Elvis Presley,For The Heart,CB90061,13
Elvis Presley,From A Jack To A King,CB90093,10
Elvis Presley,Funny How Time Slips Away,CB90094,08
Elvis Presley,G I Blues,SFGD051,14
Elvis Presley,Girl Of My Best Friend,PX013,02
Elvis Presley,Girls Girls Girls,EK051,04
Elvis Presley,Good Luck Charm,ZPA002,04
Elvis Presley,Good Rockin' Tonight,EK051,15
Elvis Presley,Got My Mojo Workin',CB90094,06
Elvis Presley,Guitar Man,STTW3034,03
Elvis Presley,Hard Headed Woman,SFGD051,02
Elvis Presley,Hawaiian Wedding Song,LEG134-V2,07
Elvis Presley,Heartbreak Hotel,ZPA014,04
Elvis Presley,Help Me Make It Through The Night,LGK002,02
Elvis Presley,Here Comes Santa Claus,SC2514,02
Elvis Presley,His Hand In Mine,SC8536,13
Elvis Presley,His Latest Flame,ZPA002,01
Elvis Presley,His Latest Flame (Marie's The Name),SFGD052,09
Elvis Presley,Hound Dog,ZPA014,06
Elvis Presley,How Great Thou Art,SC8536,02
Elvis Presley,Hurt,MM6090,01
Elvis Presley,I Beg Of You,CB90058,12
Elvis Presley,I Believe,SC8536,04
Elvis Presley,I Can't Stop Loving You,LEG184,05
Elvis Presley,I Feel So Bad,CB90060,14
Elvis Presley,I Got A Woman,CB90061,04
Elvis Presley,I Got Stung,ZPA001,04
Elvis Presley,I Gotta Know,CB90060,12
Elvis Presley,I Just Can't Help Believing,SFMW857,02
Elvis Presley,I Need Your Love Tonight,ZPA001,06
Elvis Presley,I Really Don't Want To Know,SAVA006,01
Elvis Presley,I Wanna Be Free,SFMW803,02
Elvis Presley,I Want You I Need You I Love You,SGB0040,10
Elvis Presley,I Was The One,MM6090,04
Elvis Presley,If Every Day Was Like Christmas,SC8185,02
Elvis Presley,If I Can Dream,SFMW837,13
Elvis Presley,If You Love Me Let Me Know,SAVA008,17
Elvis Presley,If You Talk In Your Sleep,CB90095,09
Elvis Presley,I'll Remember You,MM6070,11
Elvis Presley,Impossible Dream,KH015,03
Elvis Presley,In My Father's House,MM6081,05
Elvis Presley,In The Ghetto,ZPBX2-3,16
Elvis Presley,It Hurts Me,CB90093,04
Elvis Presley,It's A Sin,SFID004,08
Elvis Presley,It's Impossible,CB90062,13
Elvis Presley,It's Now Or Never,ZPA001,07
Elvis Presley,It's Only Make Believe,IMPK14,04
Elvis Presley,It's Over,SFGD052,13
Elvis Presley,I've Got A Thing About You Baby,CB90093,09
Elvis Presley,Jailhouse Rock,ZPA001,02
Elvis Presley,Johnny B Goode,LEG184,02
Elvis Presley,Joshua Fit The Battle,SC8536,10
Elvis Presley,Kentucky Rain,SC8155,13
Elvis Presley,King Creole,SFGD051,04
Elvis Presley,Kiss Me Quick,SF164,15
Elvis Presley,Kissin' Cousins,CB90063,08
Elvis Presley,Known Only To Him,SC8536,11
Elvis Presley,Last Farewell,CB90061,12
Elvis Presley,Lawdy Miss Clawdy,SFGD052,12
Elvis Presley,Lead Me Guide Me,SC8536,06
Elvis Presley,Let Me Be There,SAVA009,03
Elvis Presley,Let Me Be Your Teddy Bear,ZPA014,03
Elvis Presley,Little Less Conversation,SFGD050,13
Elvis Presley,Little Sister,ZPA001,11
Elvis Presley,Long Tall Sally And Whole Lotta Sha,CB90095,14
Elvis Presley,Love Letters,MM6090,14
Elvis Presley,Love Letters In The Sand,PI025,18
Elvis Presley,Love Me,SGB0040,05
Elvis Presley,Love Me Tender,TT028,17
Elvis Presley,Loving You,SGB0040,07
Elvis Presley,Mansion Over The Hilltop,MM6081,09
Elvis Presley,Marie's The Name His Latest Flame,SC7521,15
Elvis Presley,Mean Woman Blues,MM6090,10
Elvis Presley,Memories,SC8356,05
Elvis Presley,Memphis Tenessee,SFGD051,10
Elvis Presley,Mess Of Blues,SFMW803,04
Elvis Presley,Moody Blue,SFGD050,12
Elvis Presley,My Baby Left Me,CB90060,02
Elvis Presley,My Boy,CB90094,12
Elvis Presley,My Way,TT028,18
Elvis Presley,My Way (Live),SC8356,10
Elvis Presley,My Wish Came True,CB90060,10
Elvis Presley,Mystery Train And Tiger Man,CB90093,15
Elvis Presley,Never Been To Spain,CB90062,04
Elvis Presley,Next Step Is Love,CB90093,11
Elvis Presley,O Come All Ye Faithful,SF030,10
Elvis Presley,Old Shep,SF153,14
Elvis Presley,One Broken Heart For Sale,CB90063,07
Elvis Presley,One Night,ZPA001,03
Elvis Presley,Paralyzed,MM6090,06
Elvis Presley,Peace In The Valley,SC8536,03
Elvis Presley,Playin' For Keeps,CB90060,05
Elvis Presley,Pledging My Love,LEG184,11
Elvis Presley,Polk Salad Annie,CB90062,08
Elvis Presley,Polk Salad Annie (Live),EK051,02
Elvis Presley,Poor Boy,CB90063,01
Elvis Presley,Precious Lord,MM6081,11
Elvis Presley,Promised Land,SC8679,02
Elvis Presley,Puppet On A String,CB90063,11
Elvis Presley,Ready Teddy,EK051,03
Elvis Presley,Release Me,CB90062,06
Elvis Presley,Return To Sender,ZPA002,06
Elvis Presley,Rip It Up,MM6090,07
Elvis Presley,Rock A Hula Baby,PX013,12
Elvis Presley,Rock-a-hula Baby,ZPA002,02
Elvis Presley,Rubberneckin',KK023,07
Elvis Presley,Rubberneckin' (Paul Oakenfold Remix,MRH001,03
Elvis Presley,Separate Ways,SGB0040,15
Elvis Presley,Shake A Hand,MM6081,10
Elvis Presley,She Wears My Ring,LEG184,13
Elvis Presley,She's Not You,ZPA002,05
Elvis Presley,So Glad You're Mine,MM6090,13
Elvis Presley,Somebody Bigger Than You And I,MM6081,12
Elvis Presley,Something,MM6070,07
Elvis Presley,Spinout,CB90063,13
Elvis Presley,Steamroller Blues,MM6070,02
Elvis Presley,Stuck On You,TT028,20
Elvis Presley,Such A Night,PX013,05
Elvis Presley,Such An Easy Question,CB90063,12
Elvis Presley,Summer Kisses Winter Tears,SF147,08
Elvis Presley,Surrender,ZPA001,10
Elvis Presley,Suspicion,ZPA014,08
Elvis Presley,Suspicious Minds,ZPA014,01
Elvis Presley,Suspicious Mind's,HSW209,05
Elvis Presley,Swing Down Sweet Chariot,SC8536,09
Elvis Presley,Take My Hand Precious Lord,SC8536,15
Elvis Presley,Teddy Bear,TT028,22
Elvis Presley,Teddy Bear (Let Me Be Your),SPC036,05
Elvis Presley,Teddy Bear Don't Be Cruel,CB90062,14
Elvis Presley,Teddybear,DKG008,10
Elvis Presley,That's All Right,SFMW854,07
Elvis Presley,That's All Right W 2001 Intro,CB90062,01
Elvis Presley,There Goes My Everything,SF166,07
Elvis Presley,There's A Fool Such As I (Now And T,SFGD051,11
Elvis Presley,They Remind Me Too Much Of You,EK051,17
Elvis Presley,Tonight Is So Right For Love,CB90093,07
Elvis Presley,Too Much,SFGD052,03
Elvis Presley,Treat Me Nice,SGB0040,09
Elvis Presley,Treat Me Nice (Aloha Concert),JV0026,03
Elvis Presley,Trouble,SC8356,12
Elvis Presley,Trying To Get To You,CB90094,11
Elvis Presley,U S Male,CB90094,01
Elvis Presley,Until It's Time For You To Go,LEG184,14
Elvis Presley,Viva Las Vegas,ZPA014,07
Elvis Presley,Walk A Mile In My Shoes,MM6095,15
Elvis Presley,Way Down,ZPA002,10
Elvis Presley,Wear My Ring Around Your Neck,SC8154,08
Elvis Presley,Welcome To My World,MM6070,06
Elvis Presley,What Now My Love,MM6070,12
Elvis Presley,What'd I Say Viva Las Vegas,CB90063,10
Elvis Presley,When My Blue Moon Turns Gold Again,CB90058,14
Elvis Presley,Where Could I Go,SC8536,08
Elvis Presley,Where Did They Go Lord,CB90093,08
Elvis Presley,Where No One Stands Alone,MM6081,14
Elvis Presley,Who Am I,SC8536,12
Elvis Presley,Wonder Of You,ZPBX2-1,20
Elvis Presley,Wooden Heart,ZPA001,09
Elvis Presley,Working On The Building,SC8536,14
Elvis Presley,You Don't Have To Say You Love Me,TT028,25
Elvis Presley,You Gave Me A Mountain,MM6081,15
Elvis Presley,You'll Never Walk Alone,SC8536,01
Elvis Presley,Young And Beautiful,SFMW848,11
Elvis Presley,You're So Square Baby I Don't Care,SC7521,08
Elvis Presley,You've Lost That Loving Feeling,CB90062,07
Elvis Presley Vs Jxl,Little Less Conversation,SF192,10
Elvis Vs Jxl,Little Less Conversation,ZLP10,18
Emanuel Ortega,A Escondidas,SC2273,02
Embers,I Love Beach Music,SC8251,15
Embrace,All You Good Good People,SFPL006,11
Embrace,All You Good People,SF116,07
Embrace,Ashes,SF226,15
Embrace,Come Back To What You Know,SFPL006,12
Embrace,Gravity,SFPL006,13
Embrace,Looking As You Are,SF229,07
Embrace,My Weakness Is Non Of Your Business,SF125,14
Embrace,Nature+s Law,SFPL006,14
Embrace,Nature's Law,SF242,01
Embrace,Target,SF248,10
Embrace,World At Your Feet,SFPL006,15
Emeli Sande,Clown,ZPP15-1,05
Emeli Sande,Heaven,SF307,13
Emeli Sande,My Kind Of Love,SFKK72,13
Emeli Sande,Next To Me,ZPP13-1,16
Emeli Sande,Read All About It (Part 3),ZPP14-2,04
Emeli Sande,Read All About It Part 3,SF319,02
Emeli Sande And Rick Smith,Here It Comes,SF327,18
Emeli Sande Feat Naughty Boy,Daddy,SF310,15
Emeralds,Chicken Dance,LEG246,05
Emerson Drive,Fall Into Me,SC8769,03
Emerson Drive,Good Man,THM2006,--
Emerson Drive,I Should Be Sleeping,SC8736,02
Emerson Drive,Moments,SC9011,04
Emerson Drive,That Kind Of Beautiful,CB60447,01
Emerson Lake And Palmer,From The Beginning,SGB0022,07
Emerson Lake And Palmer,Karn Evil,AH8003,15
Emerson Lake And Palmer,Lucky Man,SC8197,03
Emile Ford,What Do You Want To Make Those,PX004,11
Emile Ford,What Do You Want To Make Those Eyes,SF054,02
Emilia,Big Big World,SC8503,14
Emilio,Even If I Tried,SC8232,12
Emilio,I Think We're On To Something,SC8289,15
Emilio,It's Not The End Of The World,SC8224,15
Emily Osment,All The Boys Want,PHM1105,06
Emily West And Keith Urban,Blue Sky,CB5143-03,14
Eminem,3am,SFKK35,14
Eminem,Ass Like That,SFKK05,05
Eminem,Berzerk (Clean),SF333,04
Eminem,Business,SF207,02
Eminem,Cleanin' Out My Closet,SPC018,10
Eminem,Cleanin' Out My Closet (Radio Versi,SC8797,08
Eminem,Cleanin' Out My Closet Radio Versio,SC8778,15
Eminem,Cleaning Out My Closet,EZH015,12
Eminem,Just Lose It,SF225,05
Eminem,Like Toy Soldiers,SFKK01,12
Eminem,Lose Yourself,SPC020,09
Eminem,Mocking Bird,SFKK02,02
Eminem,More Than This,SF132,05
Eminem,Mosh,SC8908,14
Eminem,My Name Is,SF136,03
Eminem,Not Afraid,QH0327,04
Eminem,Real Slim Shady,SGB0045,06
Eminem,Sing For The Moment,SF203,05
Eminem,Space Bound (Clean),SFKK58,07
Eminem,Stan,SF173,06
Eminem,Superman,SPC020,10
Eminem,Way I Am,SF172,05
Eminem,We Made You,SFKK34,08
Eminem,When I'm Gone,THM2006,--
Eminem,Without Me,SPC018,11
Eminem And Dido,Stan,SC8659,02
Eminem And Dr Dre,Crack A Bottle,QH0305,01
Eminem And Dr Dre And 50 Cent,Encore,SC8908,08
Eminem And Rihanna,Love The Way You Lie,CB5144-03,14
Eminem Feat Dr Dre And 50 Cen,Crack A Bottle,SFKK33,05
Eminem Feat Rihanna,Love The Way You Lie,PHM1009,01
Eminem Feat Rihanna,Monster,SF334,05
Eminem Lil Wayne,No Love,SFKK53,01
Eminem Nate Dogg,Shake That,THM2006,--
Eminen And Rihanna,Love The Way You Lie,SFKK48,08
Emma,Free Me,SF206,06
Emma Bunton,All I Need To Know,SF252,02
Emma Bunton,Crickets Sing For Anamaria,MRH009,11
Emma Bunton,Downtown,MRH034,11
Emma Bunton,I'll Be There,MRH005,03
Emma Bunton,Maybe,SF210,07
Emma Bunton,Take My Breath Away,SF182,01
Emma Bunton,We're Not Going To Sleep Tonight,KK011,13
Emma Bunton,We're Not Gonna Sleep,SF187,01
Emma Bunton,We're Not Gonna Sleep Tonight,EZH006,09
Emma Bunton,What Took You So Long,SFTP01,05
Emma Bunton Feat Tin Tin Out,What I Am,SFTP02,04
Emma Caufield And Nicholas Br,I'll Never Tell,SFPL021,03
Emmanuel,Corazon De Melao,SC2253,02
Emma's Imagination,This Day,SF296,15
Emmy Lou Harris,O Little Town Of Bethlehem,SC8990,14
Emmylou Harris,Beneath Still Waters,SC8375,14
Emmylou Harris,Blue Kentucky Girl,SC8431,13
Emmylou Harris,Born To Run,SC7570,12
Emmylou Harris,Heartbreak Hill,MM6086,01
Emmylou Harris,Heaven Only Knows,MM6086,13
Emmylou Harris,High Powered Love,CB90016,05
Emmylou Harris,If I Could Only Win Your Love,SC8426,08
Emmylou Harris,It's Only Rock And Roll,JVC39,01
Emmylou Harris,Lost His Love On Our Last Date,SC8412,07
Emmylou Harris,Making Believe,CB90016,08
Emmylou Harris,Mister Sandman,CB90016,09
Emmylou Harris,Mr Sandman,KH016,15
Emmylou Harris,O Little Town Of Bethlehem,SC2453,05
Emmylou Harris,Once More,CB90016,10
Emmylou Harris,One Of These Days,SC8728,02
Emmylou Harris,Pearl,TT047,14
Emmylou Harris,Rollin' And Ramblin',CB90016,12
Emmylou Harris,Save The Last Dance For Me,CB90016,13
Emmylou Harris,To Daddy,PI201,18
Emmylou Harris,Together Again,SC8414,10
Emmylou Harris,Two More Bottles Of Wine,SC8421,07
Emmylou Harris,Wayfaring Stranger,CB90016,15
Emmylou Harris,You Never Can Tell C'est La Vie,SC8647,01
Emotions,Best Of My Love,SF103,06
Empire Of The Sun,Walking On A Dream,SFKK30,05
Empire Of The Sun,We Are The People,SF279,10
En Vogue,Don't Go,CBE10-20,11
En Vogue,Don't Let Go,SFMW804,03
En Vogue,Don't Let Go (Love),CBE09-22,03
En Vogue,Free Your Mind,SFMW834,04
En Vogue,Giving Him Something He Can Feel,SC8776,09
En Vogue,Hold On,SF036,03
En Vogue,My Lovin' (You're Never Gonna Get I,SFMW833,11
En Vogue,No Fool No More,SC8487,06
En Vogue,Riddle,SC8616,03
En Vogue,Too Gone Too Long,SC8476,10
En Vogue,Whatever,SC3029,03
En Vogue And Salt N Pepa,Whatta Man,SC8760,10
End Of Fashion,O Yeah,SFKK05,02
Enemy,Away From Here,MRH037,14
Enemy,Had Enough,SF257,04
Enemy,No Time For Tears,SF279,04
Enemy,You're Not Alone,SF260,06
Engelbert Humperdinck,After The Loving,SPC031,03
Engelbert Humperdinck,Am I That Easy To Forget,SFWS035,04
Engelbert Humperdinck,Another Place Another Time,LEG111,07
Engelbert Humperdinck,Bella Italia,SFWS035,10
Engelbert Humperdinck,By The Time I Get To Phoenix,LEG111,06
Engelbert Humperdinck,Call On Me,LEG111,10
Engelbert Humperdinck,Can't Take My Eyes Off Of You,LEG111,08
Engelbert Humperdinck,Can't Take My Eyes Off You,SFWS035,07
Engelbert Humperdinck,Dommage Dommage,LEG111,11
Engelbert Humperdinck,From Here To Eternity,LEG111,05
Engelbert Humperdinck,Last Waltz,SFWS035,03
Engelbert Humperdinck,Les Bicyclettes De Belsize,SFWS035,12
Engelbert Humperdinck,Love Me With All Your Heart,JVC04,09
Engelbert Humperdinck,Love Will Set You Free [eurovision,SF315,18
Engelbert Humperdinck,Man Without Love,LEG111,02
Engelbert Humperdinck,Man Without Love (Quando M'innamo,SFWS035,05
Engelbert Humperdinck,Misty Blue,SFWS035,08
Engelbert Humperdinck,On The Wings Of A Silver Bird,SFWS035,14
Engelbert Humperdinck,One World,SFWS035,06
Engelbert Humperdinck,Quando Quando Quando,SFWS035,13
Engelbert Humperdinck,Release Me,SPC031,21
Engelbert Humperdinck,Release Me (And Let Me Love Again),SFWS035,01
Engelbert Humperdinck,Shadow Of Your Smile,LEG111,09
Engelbert Humperdinck,Spanish Eyes,SFWS035,11
Engelbert Humperdinck,Stardust,LEG111,04
Engelbert Humperdinck,There Goes My Everything,SFWS035,02
Engelbert Humperdinck,This Moment In Time,LEG111,14
Engelbert Humperdinck,What Now My Love,LEG111,03
Engelbert Humperdink,Man Without Love,SFMW856,13
